company,location,total_laid_off,date,percentage_laid_off,industry,source,stage,funds_raised,country,date_added
Yelp,SF Bay Area,1000,2020-04-09,0.17,Consumer,https://layoffs.fyi/2020/04/14/yelp-laid-off-1000-employees-and-furloughed-another-1100/,Post-IPO,56,United States,2020-04-09
Atsu,Seattle,6,2020-04-10,1,Infrastructure,Company executive,Unknown,1,United States,2020-04-17
Frontdesk,Milwaukee,35,2020-04-10,0.16,Travel,https://www.linkedin.com/posts/jessedepinto_today-was-one-of-the-hardest-days-weve-experienced-activity-6654491888835448832-rAdg/,Unknown,3,United States,2020-04-11
Geekwire,Seattle,5,2020-04-10,0.31,Media,https://www.geekwire.com/2020/geekwire-reduces-staff-due-economic-impact-covid-19-pandemic/,Unknown,,United States,2020-04-12
NuoDB,Boston,20,2020-04-10,0.29,Data,https://www.americaninno.com/boston/inno-news-boston/cambridge-database-startup-nuodb-lays-off-nearly-one-third-of-its-staff/,Unknown,85,United States,2020-04-11
Rhumbix,SF Bay Area,16,2020-04-10,0.27,Construction,Company executive,Series B,35,United States,2020-04-13
Clearbanc,"Toronto, Non-U.S.",17,2020-04-13,0.08,Finance,https://techcrunch.com/2020/04/13/clearbanc-cuts-number-of-staff-to-navigate-long-term-economic-impact-of-covid-19/,Series B,119,Canada,2020-04-13
EasyPost,SF Bay Area,50,2020-04-13,0.25,Logistics,LinkedIn,Series A,12,United States,2020-04-14
Groupon,Chicago,2800,2020-04-13,0.44,Retail,https://layoffs.fyi/2020/04/17/groupon-laid-off-or-furloughed-2800-employees/,Post-IPO,1400,United States,2020-04-13
Neon,"Sao Paulo, Non-U.S.",70,2020-04-13,0.1,Finance,"https://link.estadao.com.br/noticias/inovacao,neon-demite-funcionarios-e-eventbrite-fecha-operacoes-no-brasil,70003269607",Series B,120,Brazil,2020-04-14
Zoox,SF Bay Area,100,2020-04-13,0.1,Transportation,https://www.theinformation.com/briefings/b836b8,Series B,955,United States,2020-04-14
Envoy,SF Bay Area,58,2020-04-14,0.3,HR,https://www.forbes.com/sites/alexandrawilson1/2020/04/15/smart-office-startup-envoy-furloughs-and-lays-off-30-of-employees-cuts-salaries-of-others/#e0729a7b94cf,Series B,59,United States,2020-04-15
The RealReal,SF Bay Area,235,2020-04-14,0.1,Retail,https://techcrunch.com/2020/04/14/the-real-real-layoffs-furloughs/,Post-IPO,358,United States,2020-04-15
TouchBistro,"Toronto, Non-U.S.",131,2020-04-14,0.23,Food,https://betakit.com/touchbistro-furloughs-131-employees-as-restaurants-hit-hard-by-covid-19-pandemic/,Series E,224,Canada,2020-04-14
VSCO,SF Bay Area,45,2020-04-14,0.35,Consumer,https://layoffs.fyi/2020/04/15/vsco-lays-off-45-employees-30/,Series B,90,United States,2020-04-14
Carta,SF Bay Area,161,2020-04-15,0.16,Finance,https://layoffs.fyi/2020/04/22/carta-laid-off-161-employees-citing-customer-slowdown/,Series E,447,United States,2020-04-15
GoPro,SF Bay Area,200,2020-04-15,0.2,Consumer,https://techcrunch.com/2020/04/16/gopro-lays-off-200-employees-representing-20-of-the-company/,Post-IPO,288,United States,2020-04-15
Kodiak Robotics,SF Bay Area,15,2020-04-15,0.2,Transportation,https://www.freightwaves.com/news/kodiak-robotics-lays-of-20-of-its-staff,Series A,40,United States,2020-04-16
Opendoor,SF Bay Area,600,2020-04-15,0.35,Real Estate,https://layoffs.fyi/2020/04/16/opendoor-lays-off-600-people-amid-declining-real-estate-activity/,Series E,1500,United States,2020-04-15
Parsable,SF Bay Area,40,2020-04-15,0.25,HR,Company executive,Series C,72,United States,2020-04-28
Shop101,"Mumbai, Non-U.S.",200,2020-04-15,0.4,Retail,https://inc42.com/buzz/exclusive-shop101-lays-off-200-employees-remaining-to-get-pay-cuts/,Series C,19,India,2020-04-21
Zume,SF Bay Area,200,2020-04-15,0.67,Food,https://www.businessinsider.com/zume-employee-layoffs-softbank-robotics-startup-zoom-2020-4,Unknown,423,United States,2020-04-15
CarGurus,Boston,130,2020-04-16,0.13,Transportation,https://layoffs.fyi/2020/05/04/cargurus-laid-off-130-employees/,Post-IPO,1,United States,2020-04-16
CleverTap,"Mumbai, Non-U.S.",60,2020-04-16,0.2,Marketing,https://inc42.com/buzz/startupsvscovid19-indian-startup-layoffs-pay-cut-tracker/,Series C,76,India,2020-04-21
Funding Societies,"Singapore, Non-U.S.",65,2020-04-16,0.18,Finance,https://www.techinasia.com/raising-40m-funding-societies-streamlines-business-pandemic,Series B,42,Singapore,2020-04-19
ContaAzul,"Joinville, Non-U.S.",140,2020-04-17,0.35,Education,https://www.contxto.com/en/brazil/startups-brazil-confirm-layoffs-covid-cause/,Series D,37,Brazil,2020-04-27
Greenhouse,New York City,120,2020-04-17,0.28,Recruiting,https://layoffs.fyi/2020/04/20/greenhouse-lays-off-120-employees/,Series D,110,United States,2020-04-17
Loft,"Sao Paulo, Non-U.S.",47,2020-04-17,0.1,Real Estate,"https://link.estadao.com.br/noticias/inovacao,quinto-andar-demite-cerca-de-8-do-time-por-conta-do-coronavirus,70003274741",Series C,263,Brazil,2020-04-18
People.ai,SF Bay Area,30,2020-04-17,0.18,Marketing,https://techcrunch.com/2020/04/17/sales-startup-people-ai-lays-off-18-of-staff-raises-debt-round-amid-covid-19-uncertainty/,Series C,100,United States,2020-04-17
QuintoAndar,"Sao Paulo, Non-U.S.",88,2020-04-17,0.08,Real Estate,https://labs.ebanx.com/en/notes/brazilian-home-rentals-unicorn-quintoandar-lays-off-8-of-employees/,Series D,335,Brazil,2020-04-18
Sweetgreen,Los Angeles,35,2020-04-17,0.1,Food,https://dot.la/sweetgreen-layoffs-2645746821.html,Series I,478,United States,2020-04-17
Tor,Boston,13,2020-04-17,0.37,Security,https://blog.torproject.org/covid19-impact-tor,Unknown,1,United States,2020-04-18
Zilingo,"Singapore, Non-U.S.",44,2020-04-17,0.05,Retail,https://www.bloomberg.com/news/articles/2020-04-20/singapore-s-zilingo-cuts-jobs-after-putting-global-push-on-hold,Series D,307,Singapore,2020-04-19
ConsenSys,New York City,91,2020-04-20,0.14,Crypto,https://www.coindesk.com/new-layoffs-hit-ethereum-incubator-consensys,Unknown,10,United States,2020-04-21
Forward,SF Bay Area,10,2020-04-20,0.03,Healthcare,https://www.businessinsider.com/forward-primary-care-startup-layoffs-amid-coronavirus-pandemic-2020-4,Series C,100,United States,2020-04-21
GumGum,Los Angeles,90,2020-04-20,0.25,Marketing,https://www.businessinsider.com/gumgum-lays-off-25-of-employees-citing-the-coronavirus-impact-2020-4,Series D,58,United States,2020-04-24
Klook,"Hong Kong, Non-U.S.",300,2020-04-20,0.15,Travel,https://layoffs.fyi/2020/08/09/asian-travel-startup-klook-releases-talent-directory/,Series D,521,Hong Kong,2020-05-06
Komodo Health,SF Bay Area,23,2020-04-20,0.09,Healthcare,https://www.businessinsider.com/forward-primary-care-startup-layoffs-amid-coronavirus-pandemic-2020-4,Series C,50,United States,2020-04-21
Kueski,"Guadalajara, Non-U.S.",90,2020-04-20,0.3,Finance,https://elceo.com/tecnologia/fintech-de-prestamos-en-linea-sufriran-estragos-por-el-covid-19/,Series B,38,Mexico,2020-04-21
Movidesk,"Blumenau, Non-U.S.",33,2020-04-20,0.25,Support,https://scinova.com.br/demissoes-a-conta-da-covid-19-bate-as-portas-de-empresas-de-tecnologia-em-santa-catarina/,Seed,1,Brazil,2020-04-27
Bringg,"Tel Aviv, Non-U.S.",10,2020-04-21,0.1,Logistics,"https://www.calcalistech.com/ctech/articles/0,7340,L-3809651,00.html",Series D,84,Israel,2020-04-23
Casper,New York City,78,2020-04-21,0.21,Retail,https://www.fastcompany.com/90494129/breaking-casper-lays-off-78-corporate-employees-winds-down-europe-business,Post-IPO,339,United States,2020-04-21
Freshbooks,"Toronto, Non-U.S.",38,2020-04-21,0.09,Finance,https://betakit.com/freshbooks-reduces-headcount-by-9-ceo-says-company-remains-in-growth-mode-despite-covid-19/,Series B,75,Canada,2020-04-22
Houzz,SF Bay Area,155,2020-04-21,0.1,Consumer,https://techcrunch.com/2020/04/21/houzz-lays-off-155-employees-cuts-executive-salaries/,Series E,613,United States,2020-04-21
Lending Club,SF Bay Area,460,2020-04-21,0.3,Finance,https://www.cnbc.com/2020/04/21/lendingclub-cuts-30percent-of-workforce-as-covid-19-dampens-demand-for-loans.html,Post-IPO,392,United States,2020-04-21
Patreon,SF Bay Area,30,2020-04-21,0.13,Media,https://techcrunch.com/2020/04/21/patreon-lays-off-13-of-workforce/,Series D,165,United States,2020-04-21
RealSelf,Seattle,40,2020-04-21,0.13,Healthcare,https://www.geekwire.com/2020/cosmetic-treatment-review-startup-realself-cuts-staff-elective-medical-procedures-put-hold/,Series B,42,United States,2020-04-22
Ike,SF Bay Area,10,2020-04-22,0.14,Transportation,https://www.theinformation.com/briefings/59d773,Series A,52,United States,2020-04-22
Magic Leap,Miami,1000,2020-04-22,0.5,Consumer,https://layoffs.fyi/2020/04/27/magic-leap-laid-off-1000-employees/,Series E,2600,United States,2020-04-22
When I Work,Minneapolis,55,2020-04-22,0.35,HR,https://www.americaninno.com/minne/inno-news-minne/after-long-period-of-growth-when-i-work-cuts-35-of-minneapolis-staff/,Series B,24,United States,2020-04-23
Oscar Health,New York City,70,2020-04-23,0.05,Healthcare,https://www.bloomberg.com/news/articles/2020-04-24/white-house-linked-oscar-health-laying-off-5-of-staff,Unknown,1300,United States,2020-04-24
Sisense,New York City,80,2020-04-23,0.09,Data,"https://www.calcalistech.com/ctech/articles/0,7340,L-3810192,00.html?path=5211.Ctech-5220.ctech.News",Series F,274,United States,2020-04-23
StockX,Detroit,100,2020-04-23,0.12,Retail,https://www.inputmag.com/style/stockx-layoffs-12-percent-staff-cutting-costs-profit,Series C,160,United States,2020-04-24
Zenefits,SF Bay Area,87,2020-04-23,0.15,HR,https://www.businessinsider.com/coronavirus-hr-startup-zenefits-lays-off-15-percent-staff-2020-4,Series C,583,United States,2020-04-24
Ada Support,"Toronto, Non-U.S.",36,2020-04-24,0.23,Support,https://betakit.com/ada-support-lays-off-23-percent-of-staff-amid-uncertainty-caused-by-pandemic/,Series B,60,Canada,2020-04-24
Divergent 3D,Los Angeles,57,2020-04-24,0.36,Transportation,https://techcrunch.com/2020/04/24/manufacturing-startup-divergent-3d-reduces-staff-by-one-third/,Series B,88,United States,2020-04-24
Horizn Studios,"Berlin, Non-U.S.",15,2020-04-24,0.25,Travel,https://www.deutsche-startups.de/2020/04/24/horizn-studios-sanierung/,Series B,30,Germany,2020-04-27
Jiobit,Chicago,6,2020-04-24,0.21,Consumer,https://www.chicagobusiness.com/john-pletz-technology/what-covid-19-means-chicagos-tech-sector,Unknown,12,United States,2020-04-25
Lighter Capital,Seattle,18,2020-04-24,0.22,Finance,https://www.geekwire.com/2020/seattle-investment-company-lighter-capital-trims-staff-preserve-runway/,Series B,15,United States,2020-04-27
TutorMundi,"Sao Paulo, Non-U.S.",4,2020-04-24,1,Education,Company executive,Series A,2,Brazil,2020-05-03
UPshow,Chicago,19,2020-04-24,0.3,Marketing,https://www.chicagobusiness.com/john-pletz-technology/what-covid-19-means-chicagos-tech-sector,Series A,7,United States,2020-04-25
Welkin Health,SF Bay Area,10,2020-04-24,0.33,Healthcare,https://nypost.com/2020/09/13/welkin-health-startup-cut-staff-three-days-before-ppp-loan/,Series B,29,United States,2020-09-16
Stoqo,"Jakarta, Non-U.S.",250,2020-04-25,1,Food,https://www.bloomberg.com/news/articles/2020-04-29/indonesian-startup-stoqo-becomes-latest-casualty-of-the-virus,Series A,,Indonesia,2020-04-26
Submittable,Missoula,30,2020-04-25,0.2,Other,https://layoffs.fyi/2020/05/15/submittable-laid-off-30-employees-as-university-clients-shut-down-operations/,Series B,17,United States,2020-05-14
Automation Anywhere,SF Bay Area,260,2020-04-27,0.1,Other,https://siliconangle.com/2020/04/27/automation-anywhere-lays-off-tenth-workforce-due-covid-19/,Series B,840,United States,2020-04-27
JetClosing,Seattle,20,2020-04-27,0.2,Real Estate,https://www.nytimes.com/2020/04/27/technology/startups-sba-loans-backlash.html,Series A,24,United States,2020-04-28
App Annie,SF Bay Area,80,2020-04-28,0.18,Data,https://www.gamesindustry.biz/articles/2020-04-28-app-annie-lays-off-a-small-fraction-of-its-workforce,Unknown,156,United States,2020-04-28
Deliveroo,"London, Non-U.S.",367,2020-04-28,0.15,Food,https://layoffs.fyi/2020/06/24/deliveroo-layoff-list-showcases-over-100-of-its-global-employees/,Series G,1500,United Kingdom,2020-04-28
OpenX,Los Angeles,35,2020-04-28,0.15,Marketing,https://www.adexchanger.com/platforms/openx-cuts-staff-hours-and-executive-pay-in-response-to-reduced-marketer-spend/,Unknown,70,United States,2020-04-29
PayJoy,SF Bay Area,27,2020-04-28,0.25,Finance,https://layoffs.fyi/2020/05/27/exclusive-fintech-startup-payjoy-laid-off-23-employees/,Series B,71,United States,2020-05-27
Renmoney,"Lagos, Non-U.S.",391,2020-04-28,0.5,Finance,https://techcabal.com/2020/04/28/tech-startups-recession/,Unknown,,Nigeria,2020-05-15
Shipsi,Los Angeles,20,2020-04-28,0.5,Retail,https://dot.la/shipsi-los-angeles-layoffs-2645859647.html,Seed,2,United States,2020-04-28
TripAdvisor,Boston,900,2020-04-28,0.25,Travel,https://layoffs.fyi/2020/04/30/tripadvisor-laid-off-900-employees/,Post-IPO,3,United States,2020-04-28
Kayak / OpenTable,Stamford,160,2020-04-29,0.08,Travel,https://skift.com/2020/04/29/kayak-and-opentable-layoffs-and-furloughs-impact-400-employees/,Acquired,229,United States,2020-04-30
Lime,SF Bay Area,80,2020-04-29,0.13,Transportation,https://layoffs.fyi/2020/05/04/lime-laid-off-80-employees/,Series D,765,United States,2020-04-29
Lyft,SF Bay Area,982,2020-04-29,0.17,Transportation,https://layoffs.fyi/2020/04/30/lyft-laid-off-982-employees/,Post-IPO,4900,United States,2020-04-29
Transfix,New York City,24,2020-04-29,0.1,Logistics,https://www.freightwaves.com/news/breaking-transfix-lays-off-10-of-its-staff,Series D,128,United States,2020-04-29
Culture Trip,"London, Non-U.S.",95,2020-05-01,0.32,Media,https://www.businessinsider.com/culture-trip-layoffs-2020-5?,Series B,102,United Kingdom,2020-05-01
Namely,New York City,110,2020-05-01,0.4,HR,https://layoffs.fyi/2020/05/11/namely-laid-off-160-employees-citing-challenges-faced-by-its-smb-customers/,Series E,217,United States,2020-05-02
Sandbox VR,SF Bay Area,80,2020-05-01,0.8,Consumer,https://layoffs.fyi/2020/05/08/sandbox-vr-laid-off-its-engineering-team/,Series A,82,United States,2020-05-01
TheSkimm,New York City,26,2020-05-01,0.2,Media,https://www.wsj.com/articles/theskimm-cuts-20-of-staff-amid-coronavirus-pandemic-11588362569,Series C,28,United States,2020-05-02
Trax,"Tel Aviv, Non-U.S.",120,2020-05-03,0.1,Retail,"https://www.calcalistech.com/ctech/articles/0,7340,L-3815332,00.html",Series D,386,Israel,2020-05-17
Careem,"Dubai, Non-U.S.",536,2020-05-04,0.31,Transportation,https://www.thenational.ae/business/economy/dubai-s-careem-cuts-536-jobs-as-lockdowns-hit-ride-hailing-across-middle-east-1.1014784,Acquired,771,United Arab Emirates,2020-05-04
Curefit,"Bengaluru, Non-U.S.",800,2020-05-04,0.16,Fitness,https://www.reuters.com/article/us-curefit-jobs/fitness-group-cure-fit-lays-off-employees-mulls-all-digital-move-sources-idUSKBN22G1WI,Series D,404,India,2020-05-04
Deputy,"Sydney, Non-U.S.",60,2020-05-04,0.3,HR,https://www.afr.com/young-rich/young-rich-lister-shifts-gears-to-survive-20200403-p54gty,Series B,106,Australia,2020-05-18
Element AI,"Montreal, Non-U.S.",62,2020-05-04,0.15,Other,https://www.theglobeandmail.com/business/article-element-ai-cuts-staff-adds-senior-executives-as-it-attempts-to-live/,Series B,257,Canada,2020-05-06
Loopio,"Toronto, Non-U.S.",11,2020-05-04,0.08,Sales,https://betakit.com/loopio-lays-off-11-staff-as-it-sees-increased-scrutiny-from-buyers-during-pandemic/,Series A,11,Canada,2020-05-07
Oriente,"Hong Kong, Non-U.S.",400,2020-05-04,0.2,Finance,https://www.dealstreetasia.com/stories/oriente-lay-off-workforce-187008/,Series B,175,Hong Kong,2020-05-05
Veriff,"Tallinn, Non-U.S.",63,2020-05-04,0.21,Security,https://news.err.ee/1085714/estonian-id-verification-company-veriff-to-lay-off-63-staff,Series A,7,Estonia,2020-05-05
Airbnb,SF Bay Area,1900,2020-05-05,0.25,Travel,https://layoffs.fyi/2020/05/07/airbnb-laid-off-1900-employees/,Private Equity,5400,United States,2020-05-05
Andela,New York City,135,2020-05-05,0.1,Recruiting,https://layoffs.fyi/2020/07/08/andela-layoff-list-emerges/,Series D,181,United States,2020-05-06
Juul,SF Bay Area,900,2020-05-05,0.3,Consumer,https://layoffs.fyi/2020/06/03/juul-layoff-list-emerges-1550-employees-have-been-cut-in-the-past-year/,Unknown,1500,United States,2020-05-06
Stack Overflow,New York City,40,2020-05-05,0.15,Recruiting,https://www.businessinsider.com/stack-overflow-reduces-workforce-furloughs-layoffs-2020-5,Series D,68,United States,2020-05-07
Workable,Boston,25,2020-05-05,0.1,Recruiting,https://www.insider.gr/epiheiriseis/tehnologia/136195/se-mazikes-apolyseis-prohora-i-workable,Series C,84,United States,2020-05-06
Rubicon Project,Los Angeles,50,2020-05-06,0.08,Marketing,https://www.adexchanger.com/platforms/post-merger-rubicon-project-cuts-8-of-staff/,Post-IPO,60,United States,2020-05-07
Segment,SF Bay Area,50,2020-05-06,0.1,Data,https://www.businessinsider.com/segment-10-percent-layoffs-downturn-2020-5,Series D,283,United States,2020-05-07
Uber,SF Bay Area,3700,2020-05-06,0.14,Transportation,https://layoffs.fyi/2020/05/12/uber-laid-off-3700-employees-with-more-expected/,Post-IPO,24700,United States,2020-05-06
Validity,Boston,130,2020-05-06,0.33,Data,https://www.americaninno.com/boston/inno-news-boston/customer-data-quality-startup-validity-lays-off-130/,Private Equity,,United States,2020-05-07
Flywire,Boston,60,2020-05-07,0.12,Finance,https://www.americaninno.com/boston/inno-news-boston/fintech-startup-flywire-downsizes-12-percent-of-workforce/,Series E,263,United States,2020-05-07
Glassdoor,SF Bay Area,300,2020-05-07,0.3,Recruiting,https://www.businessinsider.com/glassdoor-lays-off-300-30-staff-due-to-covid-19-2020-5,Acquired,204,United States,2020-05-07
Jump,New York City,500,2020-05-07,1,Transportation,https://www.nytimes.com/2020/05/07/technology/the-results-are-in-for-the-sharing-economy-they-are-ugly.html,Acquired,11,United States,2020-05-08
Numbrs,"Zurich, Non-U.S.",62,2020-05-07,0.5,Finance,https://financefwd.com/de/finanzierungsrunde-geplatzt-numbrs/,Series B,78,Switzerland,2020-05-08
Tally,SF Bay Area,28,2020-05-07,0.23,Finance,https://layoffs.fyi/2020/05/13/credit-card-automation-startup-tally-laid-off-28-employees/,Series C,92,United States,2020-05-11
N26,New York City,9,2020-05-08,0.01,Finance,https://financefwd.com/de/n26-usa-kuendigungen/,Series D,782,United States,2020-05-12
Cadre,New York City,28,2020-05-11,0.25,Real Estate,https://layoffs.fyi/2020/05/19/real-estate-investing-startup-cadre-laid-off-28-employees/,Series C,133,United States,2020-05-11
